year	id	site	block	maternal	matall	treat.hab	basallvs	laterallvs	totallvs	lfbiomass	lateralbr	julharv	date.harv	julfrt	date.frt	roots	shoots	siliques	drywtseed	wetwtseed	numseeds	avgseedwt	dryheight	liveheight	rtshtratio	lfct04	germ04	survcalc	surv05
2005	A1	Benson	1	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0	0
2005	A10	Benson	2	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.3	0	0
2005	A11	Benson	2	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0	0
2005	A12	Benson	2	NA	NOSEEDS	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	A13	Benson	3	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	0	0
2005	A14	Benson	3	NA	NOSEEDS	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	A15	Benson	3	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	A16	Benson	3	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	0	0
2005	A17	Benson	3	NA	NOSEEDS	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	A2	Benson	1	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	0	0
2005	A3	Benson	1	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0	0
2005	A4	Benson	1	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0	0
2005	A5	Benson	1	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0
2005	A6	Benson	1	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.9	0	0
2005	A7	Benson	2	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	A8	Benson	2	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	0	0
2005	A9	Benson	2	NA	NOSEEDS	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	B1	Benson	1	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.5	0	0
2005	B10	Benson	2	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0	0
2005	B11	Benson	2	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0
2005	B12	Benson	2	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	0	0
2005	B13	Benson	3	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0	0
2005	B14	Benson	3	Int	Int	Forest	10	0	10	0.1106	0	200	7/19/2005	198	7/17/2005	0.056	0.143	0.118	NA	0.0261	10	0.0026	0.478	0.45	0.3916	4	0.6	10.2142857	1
2005	B15	Benson	3	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0	0
2005	B16	Benson	3	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	B17	Benson	3	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0	0
2005	B2	Benson	1	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0	0
2005	B3	Benson	1	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0	0
2005	B4	Benson	1	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	B5	Benson	1	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.9	0	0
2005	B6	Benson	1	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	0	0
2005	B7	Benson	2	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.7	0	0
2005	B8	Benson	2	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0	0
2005	B9	Benson	2	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0	0
2005	C1	Benson	1	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.2	0	0
2005	C10	Benson	2	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0
2005	C11	Benson	2	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	0	0
2005	C12	Benson	2	Int	Int	Forest	5	0	5	0.0244	0	185	7/4/2005	185	7/4/2005	0.021	0.025	0.008	NA	0.0537	10	0.0054	0.274	NA	0.84	4	1	4.761904762	1
2005	C13	Benson	3	NA	NOSEEDS	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	C14	Benson	3	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	C15	Benson	3	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	C16	Benson	3	Int	Int	Forest	9	0	9	0.0879	0	193	7/12/2005	193	7/12/2005	0.05	0.069	0.031	0.0076	NA	10	0.0008	0.386	NA	0.7246	4	0.5	5.520000001	1
2005	C17	Benson	3	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	C2	Benson	1	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	C3	Benson	1	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.5	0	0
2005	C4	Benson	1	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	0	0
2005	C5	Benson	1	NA	NOSEEDS	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	C6	Benson	1	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0	0
2005	C7	Benson	2	Sun	Sun	Forest	6	0	6	0.0363	0	193	7/12/2005	187	7/6/2005	0.044	0.095	0.047	NA	0.0134	10	0.0013	0.412	NA	0.4632	3	0.2	6.477272724	1
2005	C8	Benson	2	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0	0
2005	C9	Benson	2	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0	0
2005	D1	Benson	1	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	0	0
2005	D10	Benson	2	Forest	Forest	Forest	5	0	5	0.0244	0	191	7/10/2005	191	7/10/2005	0.014	0.069	0.008	0.0054	NA	5	0.0011	0.182	NA	0.2029	3	1	14.78571427	1
2005	D11	Benson	2	Int	Int	Forest	7	0	7	0.0508	0	202	7/21/2005	202	7/21/2005	0.017	0.032	0.005	NA	0.0034	2	0.0017	0.248	0.24	0.5313	3	1	5.647058824	1
2005	D12	Benson	2	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.8	0	0
2005	D13	Benson	3	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.2	0	0
2005	D14	Benson	3	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0
2005	D15	Benson	3	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	0	0
2005	D16	Benson	3	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	0	0
2005	D17	Benson	3	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	D2	Benson	1	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.88	0	0
2005	D3	Benson	1	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	0	0
2005	D4	Benson	1	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0	0
2005	D5	Benson	1	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0	0
2005	D6	Benson	1	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	D7	Benson	2	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0	0
2005	D8	Benson	2	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	0	0
2005	D9	Benson	2	NA	NOSEEDS	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	E1	Benson	1	Sun	Sun	Forest	3	0	3	0.008	0	214	8/2/2005	NA	NA	0.011	0.01	NA	NA	NA	NA	NA	0.122	0.11	1.1	3	0.7	2.727272727	1
2005	E10	Benson	2	NA	NOSEEDS	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	E11	Benson	2	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	0	0
2005	E12	Benson	2	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	E13	Benson	3	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0	0
2005	E14	Benson	3	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0	0
2005	E15	Benson	3	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0	0
2005	E16	Benson	3	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	0	0
2005	E17	Benson	3	NA	NOSEEDS	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	E2	Benson	1	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	E3	Benson	1	NA	NOSEEDS	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	E4	Benson	1	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	E5	Benson	1	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0	0
2005	E6	Benson	1	NA	Sun	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.8	0	0
2005	E7	Benson	2	NA	Int	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	0	0
2005	E8	Benson	2	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0	0
2005	E9	Benson	2	NA	Forest	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	0	0
2005	A1	Benson	1	NA	Forest	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	A10	Benson	2	NA	Sun	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	A11	Benson	2	NA	Forest	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	A12	Benson	3	Sun	Sun	Int	6	0	6	0.0363	0	193	7/12/2005	193	7/12/2005	0.031	0.037	0.013	0.008	NA	5	0.0016	0.256	NA	0.8378	4	0.1	4.774193547	1
2005	A13	Benson	3	NA	NOSEEDS	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	A14	Benson	3	NA	Int	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0	0
2005	A15	Benson	3	NA	NOSEEDS	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	A16	Benson	3	NA	Sun	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	A17	Benson	3	NA	Forest	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	A2	Benson	1	NA	Sun	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	0	0
2005	A3	Benson	1	NA	Forest	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	A4	Benson	1	NA	Sun	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	A5	Benson	1	Int	Int	Int	8	0	8	0.068	0	191	7/10/2005	187	7/6/2005	NA	0.083	0.025	0.0126	NA	10	0.0013	0.402	NA	NA	4	0.2	0	0
2005	A6	Benson	1	NA	Int	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0	0
2005	A7	Benson	2	NA	Int	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	A8	Benson	2	NA	Sun	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0	0
2005	A9	Benson	2	NA	NOSEEDS	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	B1	Benson	1	NA	Forest	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	B10	Benson	2	Sun	Sun	Int	7	0	7	0.0508	0	195	7/14/2005	191	7/10/2005	0.031	0.094	0.064	NA	0.0191	10	0.0019	0.456	0.43	0.3298	4	0.1	12.12903226	1
2005	B11	Benson	2	NA	Sun	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	B12	Benson	3	NA	Forest	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	0	0
2005	B13	Benson	3	NA	Forest	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	B14	Benson	3	NA	Sun	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.3	0	0
2005	B15	Benson	3	NA	Sun	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	B16	Benson	3	NA	Int	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0	0
2005	B17	Benson	3	Sun	Sun	Int	5	0	5	0.0244	0	193	7/12/2005	193	7/12/2005	0.02	0.022	0.012	0.0078	NA	5	0.0016	0.23	NA	0.9091	4	0.1	4.4	1
2005	B2	Benson	1	Forest	Forest	Int	10	0	10	0.1106	0	198	7/17/2005	198	7/17/2005	0.03	0.11	0.048	NA	0.0191	10	0.0019	0.447	0.48	0.2727	4	0.25	14.66666665	1
2005	B3	Benson	1	NA	Int	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	B4	Benson	1	Int	Int	Int	5	0	5	0.0244	0	202	7/21/2005	202	7/21/2005	0.007	0.012	0.008	NA	0.0045	3	0.0015	0.17	0.2	0.5833	4	0.43	6.857142861	1
2005	B5	Benson	1	NA	Sun	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.1	0	0
2005	B6	Benson	1	NA	NOSEEDS	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	B7	Benson	2	NA	Sun	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	B8	Benson	2	NA	Forest	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.17	0	0
2005	B9	Benson	2	NA	Int	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	0	0
2005	C1	Benson	1	NA	Int	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	C10	Benson	2	NA	Int	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	0	0
2005	C11	Benson	2	NA	Int	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	C12	Benson	3	NA	Int	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	C13	Benson	3	NA	Forest	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	C14	Benson	3	NA	Sun	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	C15	Benson	3	NA	Int	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.1	0	0
2005	C16	Benson	3	Sun	Sun	Int	5	0	5	0.0244	0	214	8/2/2005	NA	NA	0.024	0.015	NA	NA	NA	NA	NA	0.101	0.09	1.6	4	0.1	2.5	1
2005	C17	Benson	3	NA	Forest	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	C2	Benson	1	NA	NOSEEDS	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	C3	Benson	1	NA	Forest	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	C4	Benson	1	NA	Int	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.2	0	0
2005	C5	Benson	1	NA	Forest	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	C6	Benson	1	NA	Sun	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	0.3	0	0
2005	C7	Benson	2	NA	Int	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	C8	Benson	2	NA	Forest	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	C9	Benson	2	Forest	Forest	Int	4	0	4	0.015	0	193	7/12/2005	191	7/10/2005	0.01	0.03	0.016	0.0071	NA	5	0.0014	0.28	NA	0.3333	3	0.14	9.000000009	1
2005	D1	Benson	1	Sun	Sun	Int	6	0	6	0.0363	0	195	7/14/2005	191	7/10/2005	0.018	0.034	0.011	0.0065	NA	5	0.0013	0.288	0.28	0.5294	5	0	9.444444439	1
2005	D10	Benson	2	NA	NOSEEDS	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	D11	Benson	2	NA	Int	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	D12	Benson	3	NA	Sun	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	D13	Benson	3	NA	Int	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	D14	Benson	3	NA	NOSEEDS	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	D15	Benson	3	NA	Int	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	D16	Benson	3	NA	NOSEEDS	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	D17	Benson	3	Forest	Forest	Int	5	0	5	0.0244	0	198	7/17/2005	198	7/17/2005	0.018	0.022	0.016	NA	0.0113	8	0.0014	0.284	0.29	0.8182	4	0.5	4.88888889	1
2005	D2	Benson	1	NA	Forest	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.14	0	0
2005	D3	Benson	1	NA	Forest	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.4	0	0
2005	D4	Benson	1	NA	Forest	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.3	0	0
2005	D5	Benson	1	Sun	Sun	Int	11	0	11	0.1361	0	198	7/17/2005	198	7/17/2005	0.099	0.3	0.191	NA	0.0193	10	0.0019	0.694	0.71	0.33	4	0.1	12.12121212	1
2005	D6	Benson	1	NA	Sun	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	D7	Benson	2	NA	Int	Int	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
