year	id	site	block	maternal	matall	treat.hab	basallvs	laterallvs	totallvs	lfbiomass	lateralbr	julharv	date.harv	julfrt	date.frt	roots	shoots	siliques	drywtseed	wetwtseed	numseeds	avgseedwt	dryheight	liveheight	rtshtratio	lfct04	germ04	survcalc	surv05
2005	A4	Shaler	1	Sun	Sun	Sun	12	0	12	0.1645	2	185	7/4/2005	185	7/4/2005	0.34	0.769	0.442	0.0167	NA	10	0.0017	0.956	NA	0.4484	NA	0.8	0	0
2005	A5	Shaler	1	Int	Int	Sun	NA	NA	NA	NA	NA	181	6/30/2005	181	6/30/2005	0.479	1.103	0.384	0.0119	NA	10	0.0012	1.16	NA	0.4343	3	1	6.908141967	1
2005	A6	Shaler	1	Sun	Sun	Sun	15	9	24	0.7454	4	233	8/21/2005	193	7/12/2005	0.819	2.207	2.351	NA	0.0263	10	0.0026	1.324	NA	0.3711	5	0.4	13.47374847	1
2005	A7	Shaler	1	NA	Int	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	A8	Shaler	1	NA	NOSEEDS	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	A9	Shaler	1	NA	Int	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0
2005	B1	Shaler	1	NA	Forest	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0	0
2005	B10	Shaler	1	NA	Forest	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	B11	Shaler	2	NA	Sun	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0	0
2005	B12	Shaler	2	NA	Int	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0	0
2005	B13	Shaler	2	NA	Int	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0	0
2005	B14	Shaler	2	Sun	Sun	Sun	11	0	11	0.1361	NA	195	7/14/2005	195	7/14/2005	0.183	0.52	0.357	NA	0.0214	10	0.0021	0.828	0.8	0.3519	3	0.2	8.524590162	1
2005	B15	Shaler	2	NA	Int	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0	0
2005	B16	Shaler	2	Sun	Sun	Sun	14	0	14	0.2302	NA	195	7/14/2005	191	7/10/2005	0.235	0.588	0.28	NA	0.02	10	0.002	0.824	0.85	0.3997	NA	0.9	0	0
2005	B17	Shaler	2	Sun	Sun	Sun	6	0	6	0.0363	NA	187	7/6/2005	185	7/4/2005	0.04	0.082	0.027	0.0143	NA	9	0.0016	0.414	NA	0.4878	3	0.4	6.150000001	1
2005	B2	Shaler	1	NA	Forest	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.4	0	0
2005	B3	Shaler	1	NA	Forest	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0	0
2005	B4	Shaler	1	NA	Int	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0
2005	B5	Shaler	1	Sun	Sun	Sun	NA	NA	NA	NA	NA	181	6/30/2005	181	6/30/2005	0.573	1.382	0.714	NA	0.0144	10	0.0014	1.126	NA	0.4146	3	1	7.235602091	1
2005	B6	Shaler	1	Int	Int	Sun	12	0	12	0.1645	NA	195	7/14/2005	193	7/12/2005	0.139	0.202	0.256	NA	0.0261	10	0.0026	0.612	0.62	0.6881	3	0.14	4.359712229	1
2005	B7	Shaler	1	Sun	Sun	Sun	12	0	12	0.1645	NA	200	7/19/2005	198	7/17/2005	0.291	0.451	NA	NA	NA	NA	NA	0.718	0.73	0.6452	5	0.3	7.749140893	1
2005	B8	Shaler	1	NA	Int	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0
2005	B9	Shaler	1	NA	Forest	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0
2005	C1	Shaler	1	NA	Int	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0	0
2005	C10	Shaler	1	NA	Int	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.5	0	0
2005	C11	Shaler	2	NA	NOSEEDS	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	C12	Shaler	2	Int	Int	Sun	9	0	9	0.0879	1	195	7/14/2005	195	7/14/2005	0.096	0.314	0.174	NA	0.0217	10	0.0022	0.74	NA	0.3057	NA	0.3	0	0
2005	C13	Shaler	2	Forest	Forest	Sun	14	2	16	0.308	3	195	7/14/2005	195	7/14/2005	0.738	1.888	1.512	NA	0.0232	10	0.0023	1.192	1.17	0.3909	4	1	10.23306232	1
2005	C14	Shaler	2	NA	NOSEEDS	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	C15	Shaler	2	NA	Forest	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.5	0	0
2005	C16	Shaler	2	NA	Sun	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	C17	Shaler	2	NA	Forest	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.1	0	0
2005	C2	Shaler	1	Sun	Sun	Sun	13	4	17	0.3515	2	233	8/21/2005	200	7/19/2005	0.941	1.952	1.558	NA	0.0293	10	0.0029	1.195	NA	0.4821	NA	0.1	0	0
2005	C3	Shaler	1	Int	Int	Sun	NA	NA	NA	NA	NA	181	6/30/2005	181	6/30/2005	0.557	1.128	0.476	0.0122	NA	10	0.0012	1.078	NA	0.4938	4	0.8	8.100538604	1
2005	C4	Shaler	1	NA	Sun	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0	0
2005	C5	Shaler	1	NA	Forest	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.5	0	0
2005	C6	Shaler	1	Sun	Sun	Sun	13	0	13	0.1959	NA	200	7/19/2005	198	7/17/2005	0.143	0.308	0.071	NA	0.0209	10	0.0021	0.614	NA	0.4643	4	1	8.615384621	1
2005	C7	Shaler	1	Sun	Sun	Sun	4	0	4	0.015	3	185	7/4/2005	185	7/4/2005	0.356	0.836	0.245	0.0138	NA	10	0.0014	0.888	NA	0.4258	3	0.5	7.044943813	1
2005	C8	Shaler	1	NA	Sun	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.7	0	0
2005	C9	Shaler	1	Int	Int	Sun	16	0	16	0.308	NA	193	7/12/2005	193	7/12/2005	0.024	0.062	0.023	0.0167	NA	10	0.0017	0.404	NA	0.3871	3	0.7	7.750000004	1
2005	D1	Shaler	1	NA	Sun	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0	0
2005	D10	Shaler	1	Forest	Forest	Sun	16	0	16	0.308	NA	195	7/14/2005	193	7/12/2005	0.162	0.432	0.159	NA	0.0219	10	0.0022	0.812	NA	0.375	3	0.3	8	1
2005	D11	Shaler	2	NA	NOSEEDS	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	D12	Shaler	2	Int	Int	Sun	12	0	12	0.1645	NA	198	7/17/2005	193	7/12/2005	0.203	0.603	0.407	NA	0.02	10	0.002	0.83	0.83	0.3367	2	0.9	5.940886698	1
2005	D13	Shaler	2	NA	Forest	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.5	0	0
2005	D14	Shaler	2	NA	Forest	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	0	0
2005	D15	Shaler	2	Forest	Forest	Sun	9	0	9	0.0879	NA	198	7/17/2005	198	7/17/2005	0.034	0.108	0.025	NA	0.0142	6	0.0024	0.472	0.43	0.3148	3	0.4	9.529411759	1
2005	D16	Shaler	2	NA	Int	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.38	0	0
2005	D17	Shaler	2	Forest	Forest	Sun	13	0	13	0.1959	1	233	8/21/2005	191	7/10/2005	0.162	0.544	0.272	NA	0.0161	10	0.0016	NA	0.9	0.2978	4	0.7	13.43209877	1
2005	D2	Shaler	1	Forest	Forest	Sun	12	0	12	0.1645	NA	195	7/14/2005	191	7/10/2005	0.087	0.311	0.159	NA	0.0205	10	0.002	0.684	0.7	0.2797	4	0.71	14.29885059	1
2005	D3	Shaler	1	NA	Forest	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0	0
2005	D4	Shaler	1	NA	Forest	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
2005	D5	Shaler	1	NA	Int	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0	0
2005	D6	Shaler	1	NA	Forest	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0.7	0	0
2005	D7	Shaler	1	NA	Forest	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0	0
2005	D8	Shaler	1	NA	NOSEEDS	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	D9	Shaler	1	Int	Int	Sun	12	0	12	0.1645	NA	191	7/10/2005	185	7/4/2005	0.098	0.327	0.146	0.0163	NA	10	0.0016	0.754	NA	0.2997	4	0.4	13.34693876	1
2005	E1	Shaler	1	NA	Int	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0	0
2005	E10	Shaler	1	NA	Int	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.9	0	0
2005	E11	Shaler	2	NA	Sun	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	0	0
2005	E12	Shaler	2	NA	Forest	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.4	0	0
2005	E13	Shaler	2	NA	Int	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.5	0	0
2005	E14	Shaler	2	NA	Int	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.8	0	0
2005	E15	Shaler	2	NA	Int	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.7	0	0
2005	E16	Shaler	2	NA	NOSEEDS	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	E17	Shaler	2	Int	Int	Sun	16	3	19	0.4479	3	200	7/19/2005	195	7/14/2005	0.345	1.258	0.938	NA	0.027	10	0.0027	1.01	1.7	0.2742	2	1	7.292753625	1
2005	E2	Shaler	1	NA	Sun	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	0	0
2005	E3	Shaler	1	NA	NOSEEDS	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	E4	Shaler	1	Sun	Sun	Sun	17	14	31	1.3021	9	200	7/19/2005	198	7/17/2005	1.935	4.993	4.943	NA	0.0156	10	0.0016	1.442	1.45	0.3875	4	0.5	10.32144702	1
2005	E5	Shaler	1	Sun	Sun	Sun	16	1	17	0.3515	3	198	7/17/2005	193	7/12/2005	0.833	2.171	1.768	NA	0.0257	10	0.0026	1.24	1.28	0.3837	3	0.5	7.818727494	1
2005	E6	Shaler	1	NA	NOSEEDS	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
2005	E7	Shaler	1	NA	Sun	Sun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.2	0	0
